CODE POSTAL;CODE INSEE;NOM COMMUNE;CODE DEPARTEMENT;SURFACE COMMUNE (km²);POPULATION COMMUNE;coordonnees;var;Couverture;Opérateur;var2;Type Couverture;Réseau
59470;59628;VOLCKERINCKHOVE;59;10.0425798027;519.54;50.839933688, 2.29875013353;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59470;59628;VOLCKERINCKHOVE;59;10.0425798027;519.54;50.839933688, 2.29875013353;Par au moins un opérateur Couverture surfacique 4G;0.64;Tout Opérateur ; surfacique 4G;Surfacique;4G
59470;59628;VOLCKERINCKHOVE;59;10.0425798027;519.54;50.839933688, 2.29875013353;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59470;59628;VOLCKERINCKHOVE;59;10.0425798027;519.54;50.839933688, 2.29875013353;Orange France Couverture population 4G;0.42;Orange France ; population 4G;Population;4G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59870;59629;VRED;59;3.59686423435;1362.35;50.3939409921, 3.23217277359;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;Bouygues Telecom Couverture population 4G;1.0;Bouygues Telecom ; population 4G;Population;4G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;Orange France Couverture surfacique 4G;1.0;Orange France ; surfacique 4G;Surfacique;4G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59261;59630;WAHAGNIES;59;5.96679289927;2687.39;50.4837257649, 3.03028758206;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59127;59631;WALINCOURT-SELVIGNY;59;15.4116477055;2087.74;50.0733447799, 3.33900382143;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59127;59631;WALINCOURT-SELVIGNY;59;15.4116477055;2087.74;50.0733447799, 3.33900382143;Par au moins un opérateur Couverture population 4G;0.21;Tout Opérateur ; population 4G;Population;4G
59127;59631;WALINCOURT-SELVIGNY;59;15.4116477055;2087.74;50.0733447799, 3.33900382143;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59127;59631;WALINCOURT-SELVIGNY;59;15.4116477055;2087.74;50.0733447799, 3.33900382143;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59127;59631;WALINCOURT-SELVIGNY;59;15.4116477055;2087.74;50.0733447799, 3.33900382143;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59132;59633;WALLERS-EN-FAGNE;59;7.77405327487;301.41;50.0613544764, 4.16718008292;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59132;59633;WALLERS-EN-FAGNE;59;7.77405327487;301.41;50.0613544764, 4.16718008292;Par au moins un opérateur Couverture surfacique 2G;0.99;Tout Opérateur ; surfacique 2G;Surfacique;2G
59132;59633;WALLERS-EN-FAGNE;59;7.77405327487;301.41;50.0613544764, 4.16718008292;Par au moins un opérateur Couverture population 4G;0.0;Tout Opérateur ; population 4G;Population;4G
59132;59633;WALLERS-EN-FAGNE;59;7.77405327487;301.41;50.0613544764, 4.16718008292;Par au moins un opérateur Couverture surfacique 3G;0.93;Tout Opérateur ; surfacique 3G;Surfacique;3G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59190;59634;WALLON-CAPPEL;59;5.30688023638;815.85;50.7278457083, 2.48249397523;Bouygues Telecom Couverture surfacique 4G;0.69;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Orange France Couverture surfacique 4G;0.99;Orange France ; surfacique 4G;Surfacique;4G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Bouygues Telecom Couverture population 3G;0.57;Bouygues Telecom ; population 3G;Population;3G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59400;59635;WAMBAIX;59;6.17043879444;299.6;50.1283412382, 3.30897119661;Free Mobile Couverture population 4G;0.08;Free Mobile ; population 4G;Population;4G
59118;59636;WAMBRECHIES;59;15.1787722621;10234.43;50.6957054596, 3.0473159475;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59118;59636;WAMBRECHIES;59;15.1787722621;10234.43;50.6957054596, 3.0473159475;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59118;59636;WAMBRECHIES;59;15.1787722621;10234.43;50.6957054596, 3.0473159475;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59118;59636;WAMBRECHIES;59;15.1787722621;10234.43;50.6957054596, 3.0473159475;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;Bouygues Telecom Couverture population 4G;1.0;Bouygues Telecom ; population 4G;Population;4G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59870;59637;WANDIGNIES-HAMAGE;59;6.32603270026;1255.72;50.3972962992, 3.32367136058;Bouygues Telecom Couverture surfacique 4G;0.98;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59830;59638;WANNEHAIN;59;3.59299706359;940.65;50.5709754745, 3.27007498669;SFR Couverture population 4G;0.02;SFR ; population 4G;Population;4G
59830;59638;WANNEHAIN;59;3.59299706359;940.65;50.5709754745, 3.27007498669;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59830;59638;WANNEHAIN;59;3.59299706359;940.65;50.5709754745, 3.27007498669;SFR Couverture surfacique 3G;0.99;SFR ; surfacique 3G;Surfacique;3G
59830;59638;WANNEHAIN;59;3.59299706359;940.65;50.5709754745, 3.27007498669;Par au moins un opérateur Couverture population 4G;0.99;Tout Opérateur ; population 4G;Population;4G
59830;59638;WANNEHAIN;59;3.59299706359;940.65;50.5709754745, 3.27007498669;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59181;59581;STEENWERCK;59;27.1696536346;3472.91;50.6864176007, 2.76933714516;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59181;59581;STEENWERCK;59;27.1696536346;3472.91;50.6864176007, 2.76933714516;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59181;59581;STEENWERCK;59;27.1696536346;3472.91;50.6864176007, 2.76933714516;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59181;59581;STEENWERCK;59;27.1696536346;3472.91;50.6864176007, 2.76933714516;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59270;59582;STRAZEELE;59;4.79501112163;814.23;50.7237136693, 2.61971858959;SFR Couverture population 4G;0.94;SFR ; population 4G;Population;4G
59270;59582;STRAZEELE;59;4.79501112163;814.23;50.7237136693, 2.61971858959;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59270;59582;STRAZEELE;59;4.79501112163;814.23;50.7237136693, 2.61971858959;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59270;59582;STRAZEELE;59;4.79501112163;814.23;50.7237136693, 2.61971858959;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59270;59582;STRAZEELE;59;4.79501112163;814.23;50.7237136693, 2.61971858959;Orange France Couverture population 4G;0.96;Orange France ; population 4G;Population;4G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Bouygues Telecom Couverture population 3G;0.99;Bouygues Telecom ; population 3G;Population;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;Bouygues Telecom Couverture surfacique 4G;0.1;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59550;59583;TAISNIERES-EN-THIERACHE;59;8.27195918971;459.98;50.1455912411, 3.81152119353;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;Orange France Couverture surfacique 4G;0.31;Orange France ; surfacique 4G;Surfacique;4G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;Bouygues Telecom Couverture surfacique 3G;0.98;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;Orange France Couverture surfacique 3G;0.98;Orange France ; surfacique 3G;Surfacique;3G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59570;59584;TAISNIERES-SUR-HON;59;16.2698980816;847.24;50.3215475622, 3.85119216193;Orange France Couverture population 4G;0.23;Orange France ; population 4G;Population;4G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Orange France Couverture surfacique 4G;1.0;Orange France ; surfacique 4G;Surfacique;4G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Free Mobile Couverture surfacique 4G;0.49;Free Mobile ; surfacique 4G;Surfacique;4G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59175;59585;TEMPLEMARS;59;4.75280883955;3375.85;50.5706303055, 3.0593969462;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Bouygues Telecom Couverture surfacique 3G;0.99;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Bouygues Telecom Couverture surfacique 4G;0.95;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;SFR Couverture surfacique 4G;0.89;SFR ; surfacique 4G;Surfacique;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Par au moins un opérateur Couverture surfacique 4G;0.99;Tout Opérateur ; surfacique 4G;Surfacique;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;SFR Couverture surfacique 4G;0.0;SFR ; surfacique 4G;Surfacique;4G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Free Mobile Couverture surfacique 4G;0.95;Free Mobile ; surfacique 4G;Surfacique;4G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Orange France Couverture surfacique 4G;0.99;Orange France ; surfacique 4G;Surfacique;4G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;SFR Couverture surfacique 4G;0.0;SFR ; surfacique 4G;Surfacique;4G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Orange France Couverture surfacique 4G;1.0;Orange France ; surfacique 4G;Surfacique;4G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59239;59592;THUMERIES;59;7.22866046361;4014.73;50.4729282172, 3.06360015777;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59239;59592;THUMERIES;59;7.22866046361;4014.73;50.4729282172, 3.06360015777;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59239;59592;THUMERIES;59;7.22866046361;4014.73;50.4729282172, 3.06360015777;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59252;59387;MARQUETTE-EN-OSTREVANT;59;7.62727403771;1674.16;50.2921413356, 3.2707273524;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59252;59387;MARQUETTE-EN-OSTREVANT;59;7.62727403771;1674.16;50.2921413356, 3.2707273524;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Orange France Couverture population 4G;0.99;Orange France ; population 4G;Population;4G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;Bouygues Telecom Couverture surfacique 4G;0.99;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59274;59388;MARQUILLIES;59;7.0712128214;2001.75;50.5507925122, 2.86815833452;SFR Couverture surfacique 4G;0.52;SFR ; surfacique 4G;Surfacique;4G
59241;59389;MASNIERES;59;11.0341676301;2619.03;50.104659247, 3.20208772877;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59241;59389;MASNIERES;59;11.0341676301;2619.03;50.104659247, 3.20208772877;Free Mobile Couverture surfacique 4G;0.36;Free Mobile ; surfacique 4G;Surfacique;4G
59241;59389;MASNIERES;59;11.0341676301;2619.03;50.104659247, 3.20208772877;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59241;59389;MASNIERES;59;11.0341676301;2619.03;50.104659247, 3.20208772877;Free Mobile Couverture population 4G;0.01;Free Mobile ; population 4G;Population;4G
59176;59390;MASNY;59;7.22410148188;4488.21;50.341241582, 3.19548470018;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59176;59390;MASNY;59;7.22410148188;4488.21;50.341241582, 3.19548470018;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59176;59390;MASNY;59;7.22410148188;4488.21;50.341241582, 3.19548470018;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59176;59390;MASNY;59;7.22410148188;4488.21;50.341241582, 3.19548470018;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
